roll_number,legal,address,land_area,land_area_unit,subdivision,zoning,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
350500,0226968 34 5,808 GRANDIN DRIVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"410,510",808,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8082388,-113.6317255
350600,0226968 34 6,810 GRANDIN DRIVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"401,540",810,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808351,-113.631682
350700,0226968 34 7,812 GRANDIN DRIVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"352,030",812,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8084545,-113.6316051
350800,0226968 34 8,814 GRANDIN DRIVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"380,100",814,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808538,-113.6315275
350900,0226968 34 9,816 GRANDIN DRIVE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"368,480",816,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808754,-113.631472
351000,0226968 34 21PUL,,15,Acres,Town of Morinville,Parks & Open Spaces,15,Acres,2014,"85,550",,,,,,,,,
351100,0320983 33 1,9302 - 106 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"411,490",9302,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.809004,-113.6311819
351200,0320983 33 2,9304 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"392,370",9304,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8090376,-113.6314259
351300,0320983 33 3,9306 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"411,690",9306,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.809163,-113.631391
351400,0320983 33 4,9308 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"372,790",9308,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8091187,-113.6317754
351500,0320983 33 5,9310 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"366,440",9310,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.809236,-113.631715
351600,0320983 33 6,9312 - 106 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"376,090",9312,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8092114,-113.6321266
351700,0320983 33 7,9314 - 106 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"379,430",9314,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.809297,-113.63206
351800,0320983 33 8,9402 - 106 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"449,090",9402,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8092773,-113.6324942
351900,0320983 33 9,9404 - 106 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"404,250",9404,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8092497,-113.6326979
352000,0320983 33 10,9406 - 106 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"405,510",9406,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8092886,-113.6329402
352100,0320983 34 10,9309 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"340,200",9309,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8088213,-113.6319321
352200,0320983 34 11,9311 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"335,270",9311,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8088644,-113.6320796
352300,0320983 34 12,9313 - 106 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"367,820",9313,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808821,-113.632224
352400,0320983 34 13,10515 - 94 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"410,790",10515,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8086294,-113.6324873
352500,0320983 34 14,10513 - 94 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"376,190",10513,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808515,-113.632188
352600,0320983 34 15,10511 - 94 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"382,930",10511,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8084248,-113.6326234
352700,0320983 34 16,10509 - 94 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"396,620",10509,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808287,-113.632291
352800,0320983 34 17,10507 - 94 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"370,790",10507,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8081769,-113.6326244
352900,0320983 34 18,10505 - 94 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"364,580",10505,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8080989,-113.6326128
353000,0320983 34 19,10503 - 94 STREET,9,Acres,Town of Morinville,Single Det Compact Residential,9,Acres,2014,"429,830",10503,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8079605,-113.6328288
353100,0320983 34 20PUL,,16,Acres,Town of Morinville,Parks & Open Spaces,16,Acres,2014,"179,820",,,,,,,,,
353200,0320983 35 1,10514 - 94 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"361,410",10514,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8089191,-113.6328723
353300,0320983 35 2,10512 - 94 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"356,100",10512,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8087599,-113.6329472
353400,0320983 35 3,10510 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"367,430",10510,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8086769,-113.6330024
353500,0320983 35 4,10508 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"399,530",10508,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8085437,-113.6330989
353600,0320983 35 5,10506 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"338,220",10506,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8084147,-113.6331527
353700,0320983 35 6,10504 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"354,700",10504,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.8083644,-113.6331833
353800,0320983 35 7,10502 - 94 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"392,560",10502,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T9,53.808272,-113.633209
354000,0322687 17 1PUL,,3,Acres,Town of Morinville,Single Det Compact Residential,3,Acres,2014,"21,190",,,,,,,,,
354100,0322687 17 2,600 GRANDIN DRIVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"377,120",600,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.799872,-113.627223
354200,0322687 17 3,598 GRANDIN DRIVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"381,450",598,Grandin Drive,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.7998194,-113.6270319
354300,0322687 18 15PUL,,2,Acres,Town of Morinville,Single Det Compact Residential,2,Acres,2014,"21,170",,,,,,,,,
354400,0322687 18 16,8910 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"382,640",8910,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8011237,-113.6252819
354500,0322687 18 17,8912 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"356,170",8912,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.801136,-113.62545
354600,0322687 18 18,8914-98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"365,610",8914,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8009526,-113.6255595
354700,0322687 18 19,8916 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"404,130",8916,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8007792,-113.6257939
354800,0322687 18 20,8918 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"377,340",8918,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8007762,-113.6257876
354900,0322687 18 21,8920 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"438,000",8920,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8006959,-113.6259685
355000,0322687 18 22,9002 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"405,780",9002,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.80061,-113.6261061
355100,0322687 18 23,9004 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"341,310",9004,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8005153,-113.6262688
355200,0322687 18 24,9006 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"427,910",9006,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800539,-113.626429
355300,0322687 18 25,9008 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"331,830",9008,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800457,-113.62656
355400,0322687 18 26,9010 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"344,590",9010,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8002666,-113.6266565
355500,0322687 18 27,9012 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"382,630",9012,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8001886,-113.6268161
355600,0322687 18 28PUL,,12,Acres,Town of Morinville,Single Det Compact Residential,12,Acres,2014,"48,280",,,,,,,,,
355700,0322687 21 8,9011 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"357,440",9011,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.7999849,-113.6264561
355800,0322687 21 9,9009 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"353,170",9009,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800018,-113.626084
355900,0322687 21 10,9007 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"369,650",9007,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8001395,-113.6261619
356000,0322687 21 11,9005 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"403,110",9005,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800235,-113.6260129
356100,0322687 21 12,9003 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"375,820",9003,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8003185,-113.6258694
356200,0322687 21 13,9001 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"380,180",9001,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8004137,-113.6257312
356300,0322687 21 14,8919 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"341,490",8919,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800421,-113.625417
356400,0322687 21 15,8917 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"411,510",8917,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8005756,-113.6254777
356500,0322687 21 16,8915 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"388,530",8915,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800588,-113.62515
356600,0322687 21 17,8913 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"354,170",8913,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.800673,-113.625011
356700,0322687 21 18PUL,,2,Acres,Town of Morinville,Single Det Compact Residential,2,Acres,2014,"19,810",,,,,,,,,
356800,0322687 21 19,8911 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"357,570",8911,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.8008405,-113.6250365
356900,0322687 21 20,8909 - 98 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"405,550",8909,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1T8,53.801171,-113.6247554
357000,0322874 21 5,,1.42,Acres,Town of Morinville,General Commercial,1.42,Acres,2014,"637,300",,,,,,,,,
357100,0322874 21 6,,4.3,Acres,Town of Morinville,General Commercial,4.3,Acres,2014,"807,680",,,,,,,,,
35900,0421883 2 1A,10022 - 108 STREET,9,Acres,Town of Morinville,Single Detached Residential,9,Acres,2014,"365,240",10022,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.8033833,-113.6593532
3600,7731R 2 22,10122 - 102 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"258,060",10122,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1A7,53.8049335,-113.6507798
36000,0421883 2 2A,10020 - 108 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"361,080",10020,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.8032549,-113.6593731
36100,0421883 2 3A,10018 - 108 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"359,560",10018,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.803132,-113.659492
70511,0520807 UNIT 6,"SUITE 102, 10502 - 101 AVENUE",316,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"162,000",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
36201,0320129 2 4,10016 - 108 STREET,8,Acres,Town of Morinville,Single Detached Residential,8,Acres,2014,"303,940",10016,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.802999,-113.659555
36202,0320129 2 5,10014 - 108 STREET,8,Acres,Town of Morinville,Single Detached Residential,8,Acres,2014,"305,020",10014,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.802856,-113.6593396
36203,0320129 2 6,10012 - 108 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"311,760",10012,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.802711,-113.659507
36204,0320129 2 7,10010 - 108 STREET,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"325,670",10010,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.8025603,-113.6593349
36205,0320129 2 8,10008 - 108 STREET,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"314,710",10008,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.802441,-113.659489
36206,0320129 2 9,10006 - 108 STREET,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"366,200",10006,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.802302,-113.659455
36207,0320129 2 10,10004 - 108 STREET,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"304,710",10004,108 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1T5,53.802153,-113.659428
36208,0320129 2 11MR,,2,Acres,Town of Morinville,Single Detached Residential,2,Acres,2014,"23,090",,,,,,,,,
36350,0625834 UNIT 50,"110, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36301,8520352 1 12,10701 - 100 AVENUE,0.57,Acres,Town of Morinville,Public & Private Services,0.57,Acres,2014,"233,820",10701,100 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1A2,53.801426,-113.657889
36400,8221284 1 8,9908 - 107 STREET,29,Acres,Town of Morinville,Med/High Density Residential,29,Acres,2014,"1,728,330",9908,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800871,-113.6577698
36401,0625834 UNIT 100,"311, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"192,500",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36402,0625834 UNIT 101,"410, 9910 - 107 STREET",1,Acres,Town of Morinville,Med/High Density Residential,,Acres,2014,"175,000",9910,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A3,53.800889,-113.658716
36500,7921724 1 1,10702 - 99 AVENUE,33,Acres,Town of Morinville,Med/High Density Residential,33,Acres,2014,"1,921,640",10702,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1M5,53.800404,-113.657919
36501,8120672 1 6,10706 - 99 AVENUE,33,Acres,Town of Morinville,Med/High Density Residential,33,Acres,2014,"1,947,000",10706,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1M6,53.80038,-113.658664
36502,8120672 1 7,10710 - 99 AVENUE,43,Acres,Town of Morinville,Med/High Density Residential,43,Acres,2014,"2,619,780",10710,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1M7,53.80038,-113.659525
36701,9322038 1 107,9810 - 107 STREET,5,Acres,Town of Morinville,Innovative Design Residential,5,Acres,2014,"313,900",9810,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799362,-113.657795
36702,9322038 1 108,9812 - 107 STREET,5,Acres,Town of Morinville,Innovative Design Residential,5,Acres,2014,"290,310",9812,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799471,-113.657807
36703,9322038 1 109,9814 - 107 STREET,5,Acres,Town of Morinville,Innovative Design Residential,5,Acres,2014,"286,290",9814,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799598,-113.657804
36704,9322038 1 110,9816 - 107 STREET,5,Acres,Town of Morinville,Innovative Design Residential,5,Acres,2014,"295,870",9816,107 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799725,-113.657804
36705,9322038 1 111,10701 - 99 AVENUE,4,Acres,Town of Morinville,Innovative Design Residential,4,Acres,2014,"278,640",10701,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799828,-113.657822
36706,9322038 1 112,10703 - 99 AVENUE,5,Acres,Town of Morinville,Single Detached Residential,5,Acres,2014,"303,520",10703,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.7997918,-113.658355
36707,9322038 1 113,10705 - 99 AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"344,300",10705,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799662,-113.658328
36708,9322038 1 114,10707 - 99 AVENUE,11,Acres,Town of Morinville,Single Detached Residential,11,Acres,2014,"346,450",10707,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.7995391,-113.658608
36709,9322038 1 115,10709 - 99 AVENUE,6,Acres,Town of Morinville,Single Detached Residential,6,Acres,2014,"297,050",10709,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799431,-113.658804
36710,9322038 1 116,10711 - 99 AVENUE,11,Acres,Town of Morinville,Single Detached Residential,11,Acres,2014,"333,470",10711,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.7995233,-113.6590577
36711,9322038 1 117,10713 - 99 AVENUE,7,Acres,Town of Morinville,Single Detached Residential,7,Acres,2014,"298,040",10713,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.7997003,-113.6591885
36712,9322038 1 118,10715 - 99 AVENUE,5,Acres,Town of Morinville,Single Detached Residential,5,Acres,2014,"321,500",10715,99 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1E5,53.799834,-113.659222
